********************************************************************************
LOGGING TIME: 20171030_132225
CLIENT IP: 10.145.130.117
USERNAME: hp pc
OS: Windows 10
**********************************Emotional database********************************************************************************
MM, 775, 650, 1507533521296
MM, 1, 34, 651
MM, 759, 629, 10
MM, 26, 5, 20
MM, 298, 17, 41
MM, 512, 251, 19
MM, 453, 172, 61
MM, 447, 167, 9
MM, 436, 158, 21
MM, 432, 154, 9
MM, 429, 152, 10
MM, 422, 147, 20
MM, 421, 147, 10
MM, 419, 146, 10
MM, 421, 144, 273
MM, 425, 142, 9
MM, 431, 138, 11
MM, 447, 131, 20
MM, 454, 129, 10
MM, 467, 125, 20
MM, 476, 124, 20
MM, 479, 123, 10
MM, 482, 123, 10
MM, 486, 122, 20
MM, 489, 121, 10
MM, 491, 121, 10
MM, 496, 120, 20
MM, 500, 119, 20
MM, 504, 118, 21
MM, 504, 117, 9
MM, 506, 117, 10
MM, 507, 117, 31
MM, 508, 117, 70
MM, 508, 116, 10
MM, 509, 116, 10
MM, 510, 115, 10
MM, 511, 115, 20
MM, 512, 114, 10
MM, 514, 114, 20
MM, 515, 113, 10
MM, 516, 113, 10
MM, 517, 112, 20
MM, 518, 111, 10
MM, 525, 114, 764
MM, 524, 119, 10
MM, 519, 139, 20
MM, 514, 151, 10
MM, 508, 168, 20
MM, 475, 246, 151
MM, 472, 251, 10
MM, 465, 263, 21
MM, 462, 268, 10
MM, 455, 280, 20
MM, 200, 1, 11
MM, 191, 16, 19
MM, 188, 24, 10
MM, 180, 36, 20
MM, 177, 42, 10
MM, 174, 46, 10
MM, 171, 51, 20
MM, 169, 52, 10
MM, 169, 53, 10
MM, 168, 54, 21
MM, 168, 55, 9
MM, 167, 55, 10
MM, 166, 55, 31
MM, 166, 56, 10
MC, 1, 1617
MM, 166, 58, 49950
MM, 166, 60, 10
MM, 166, 64, 10
MM, 166, 77, 20
MM, 414, 374, 10
MM, 410, 388, 21
MM, 407, 394, 9
MM, 405, 399, 10
MM, 396, 413, 21
MM, 141, 4, 10
MM, 137, 12, 10
MM, 131, 20, 20
MM, 128, 23, 10
MM, 127, 27, 10
MM, 123, 30, 20
MM, 122, 32, 21
MM, 121, 33, 20
MM, 119, 34, 30
MM, 117, 35, 20
MM, 115, 36, 10
MM, 114, 36, 10
MM, 108, 38, 21
MM, 106, 39, 9
MM, 101, 40, 20
MM, 99, 41, 10
MM, 95, 42, 20
MM, 94, 42, 10
MM, 92, 42, 20
MM, 92, 43, 10
MC, 1, 392
MM, 92, 44, 342
MM, 93, 44, 10
MM, 94, 44, 10
MM, 94, 45, 20
MM, 95, 46, 20
MM, 96, 49, 10
MM, 96, 51, 10
MM, 96, 54, 10
MM, 96, 57, 21
MM, 97, 59, 9
MM, 97, 60, 10
MM, 97, 61, 11
MM, 97, 57, 120
MM, 96, 55, 10
MM, 94, 51, 10
MM, 93, 50, 10
MM, 92, 49, 21
MM, 92, 48, 9
MM, 92, 47, 20
MC, 1, 463
MM, 92, 48, 171
MM, 92, 52, 10
MM, 92, 58, 10
